OrderNumber;Sales Channel;WarehouseCode;ProcuredDate;OrderDate;ShipDate;DeliveryDate;CurrencyCode;SalesTeamID;SalesTeamHead;CustomerID;CosutmerName;StoreID;ProductID;ProductName;Order Quantity;Discount Applied;Unit Price;Unit Cost
SO - 000241;In-Store;WARE-NMK1003;10/4/2018;16/6/2018;14/7/2018;18/7/2018;USD;7;Shawn Cook;28;Dharma Ltd;148;9;Baseball;1;0,15;978,2;743,432
SO - 000242;In-Store;WARE-NMK1003;10/4/2018;16/6/2018;1/7/2018;10/7/2018;USD;11;Joshua Little;47;Niconovum Corp;170;17;Furniture Cushions;1;0,15;3946,3;1657,446
SO - 000243;In-Store;WARE-NMK1003;10/4/2018;16/6/2018;5/7/2018;6/7/2018;USD;3;Jerry Green;27;Wuxi Group;181;38;Wardrobes;2;0,4;1299,8;922,858
SO - 000244;Online;WARE-NBV1002;10/4/2018;17/6/2018;14/7/2018;24/7/2018;USD;19;Nicholas Cunningham;21;Ohio ;77;12;Dining Furniture;4;0,05;5815,6;2791,488
SO - 000245;In-Store;WARE-NMK1003;10/4/2018;17/6/2018;8/7/2018;10/7/2018;USD;3;Jerry Green;43;Exact-Rx, Corp;122;23;Accessories;6;0,15;1092,1;655,26
SO - 000246;Distributor;WARE-XYS1001;10/4/2018;17/6/2018;10/7/2018;17/7/2018;USD;24;Roy Rice;42;Llorens Ltd;36;18;Basketball;6;0,15;1072;643,2
SO - 000247;Online;WARE-UHY1004;10/4/2018;17/6/2018;8/7/2018;9/7/2018;USD;17;Frank Brown;34;OUR Ltd;217;16;Stemware;5;0,05;4020;2653,2
SO - 000248;Online;WARE-NBV1002;10/4/2018;17/6/2018;10/7/2018;15/7/2018;USD;20;Anthony Torres;37;AuroMedics Corp;63;12;Dining Furniture;4;0,15;984,9;669,732
SO - 000249;Distributor;WARE-MKL1006;10/4/2018;17/6/2018;2/7/2018;4/7/2018;USD;21;Samuel Fowler;50;Sundial ;341;7;Dinnerware;7;0,05;227,8;100,232
SO - 000250;In-Store;WARE-XYS1001;31/12/2017;17/6/2018;23/6/2018;26/6/2018;USD;3;Jerry Green;17;Pure Group;36;35;Table Linens;3;0,15;3993,2;3314,356
SO - 000251;Online;WARE-NMK1003;31/12/2017;17/6/2018;29/6/2018;8/7/2018;USD;12;Carl Nguyen;25;Prasco Group;163;26;Candles;4;0,075;221,1;185,724
SO - 000252;Online;WARE-NMK1003;10/4/2018;18/6/2018;4/7/2018;14/7/2018;USD;12;Carl Nguyen;21;Ohio ;101;43;Festive;6;0,075;3356,7;2819,628
SO - 000253;In-Store;WARE-PUJ1005;31/12/2017;18/6/2018;9/7/2018;15/7/2018;USD;1;Adam Hernandez;35;Amylin Group;321;12;Dining Furniture;1;0,05;1701,8;1157,224
SO - 000254;In-Store;WARE-PUJ1005;10/4/2018;18/6/2018;8/7/2018;9/7/2018;USD;3;Jerry Green;9;Ei ;276;8;Cocktail Glasses;3;0,15;2566,1;2181,185
SO - 000255;In-Store;WARE-NMK1003;31/12/2017;18/6/2018;22/6/2018;26/6/2018;USD;6;Joshua Bennett;22;Capweld ;101;5;Bathroom Furniture;4;0,05;221,1;126,027
SO - 000256;In-Store;WARE-UHY1004;10/4/2018;18/6/2018;30/6/2018;5/7/2018;USD;5;Stephen Payne;28;Dharma Ltd;248;4;Serveware;1;0,1;1782,2;980,21
SO - 000257;Distributor;WARE-NMK1003;31/12/2017;18/6/2018;15/7/2018;16/7/2018;USD;24;Roy Rice;41;Weimei Corp;95;35;Table Linens;8;0,05;2003,3;801,32
SO - 000258;Distributor;WARE-XYS1001;31/12/2017;18/6/2018;9/7/2018;16/7/2018;USD;20;Anthony Torres;28;Dharma Ltd;33;5;Bathroom Furniture;5;0,075;2385,2;1502,676
SO - 000259;Online;WARE-XYS1001;10/4/2018;18/6/2018;11/7/2018;17/7/2018;USD;13;Todd Roberts;22;Capweld ;12;21;Floral;1;0,1;2231,1;1784,88
SO - 000260;In-Store;WARE-NMK1003;10/4/2018;18/6/2018;2/7/2018;7/7/2018;USD;10;Jonathan Hawkins;26;Mylan Corp;119;35;Table Linens;1;0,05;1005;412,05
SO - 000261;Distributor;WARE-PUJ1005;10/4/2018;18/6/2018;12/7/2018;19/7/2018;USD;23;Douglas Tucker;12;Medline ;290;40;Rugs;7;0,05;2693,4;1939,248
SO - 000262;Online;WARE-NMK1003;10/4/2018;18/6/2018;10/7/2018;11/7/2018;USD;17;Frank Brown;31;Uriel Group;110;36;Clocks;4;0,075;1105,5;652,245
SO - 000263;Online;WARE-NBV1002;10/4/2018;19/6/2018;10/7/2018;17/7/2018;USD;17;Frank Brown;25;Prasco Group;87;39;Floor Lamps;1;0,075;1909,5;1088,415
SO - 000264;Distributor;WARE-NMK1003;10/4/2018;19/6/2018;21/6/2018;26/6/2018;USD;21;Samuel Fowler;35;Amylin Group;177;38;Wardrobes;7;0,2;1118,9;850,364
SO - 000265;In-Store;WARE-NMK1003;10/4/2018;19/6/2018;28/6/2018;3/7/2018;USD;11;Joshua Little;45;Nipro ;94;8;Cocktail Glasses;7;0,2;1038,5;758,105
SO - 000266;In-Store;WARE-NMK1003;31/12/2017;19/6/2018;28/6/2018;4/7/2018;USD;1;Adam Hernandez;19;Qualitest ;126;19;Vanities;6;0,05;6324,8;4300,864
SO - 000267;In-Store;WARE-XYS1001;31/12/2017;19/6/2018;27/6/2018;1/7/2018;USD;3;Jerry Green;16;3LAB, Ltd;17;9;Baseball;7;0,2;1005;502,5
SO - 000268;In-Store;WARE-NMK1003;10/4/2018;19/6/2018;14/7/2018;17/7/2018;USD;3;Jerry Green;15;Rochester Ltd;178;2;Photo Frames;5;0,075;1293,1;659,481
SO - 000269;In-Store;WARE-NBV1002;10/4/2018;19/6/2018;16/7/2018;26/7/2018;USD;1;Adam Hernandez;8;Medsep Group;76;36;Clocks;6;0,4;844,2;540,288
SO - 000270;In-Store;WARE-PUJ1005;10/4/2018;19/6/2018;7/7/2018;14/7/2018;USD;6;Joshua Bennett;27;Wuxi Group;318;1;Cookware;4;0,05;247,9;195,841
SO - 000271;Distributor;WARE-UHY1004;31/12/2017;19/6/2018;26/6/2018;28/6/2018;USD;21;Samuel Fowler;12;Medline ;217;21;Floral;7;0,3;174,2;139,36
SO - 000272;In-Store;WARE-PUJ1005;10/4/2018;20/6/2018;11/7/2018;17/7/2018;USD;2;Keith Griffin;30;S.S.S. Group;278;12;Dining Furniture;6;0,1;1025,1;707,319
SO - 000273;Distributor;WARE-MKL1006;31/12/2017;20/6/2018;1/7/2018;6/7/2018;USD;21;Samuel Fowler;19;Qualitest ;341;23;Accessories;3;0,15;3068,6;2301,45
SO - 000274;Online;WARE-NMK1003;31/12/2017;20/6/2018;9/7/2018;11/7/2018;USD;16;Anthony Berry;44;Winthrop ;122;3;Table Lamps;2;0,075;241,2;115,776
SO - 000275;In-Store;WARE-NMK1003;10/4/2018;20/6/2018;12/7/2018;17/7/2018;USD;11;Joshua Little;24;Burt's Corp;200;47;Audio;1;0,2;174,2;139,36
SO - 000276;In-Store;WARE-XYS1001;31/12/2017;20/6/2018;3/7/2018;13/7/2018;USD;3;Jerry Green;10;21st Ltd;30;37;Platters;2;0,2;2505,8;1804,176
SO - 000277;Distributor;WARE-UHY1004;31/12/2017;20/6/2018;17/7/2018;20/7/2018;USD;25;Patrick Graham;35;Amylin Group;233;31;Candleholders;7;0,15;2599,6;1637,748
SO - 000278;Online;WARE-NMK1003;31/12/2017;20/6/2018;24/6/2018;28/6/2018;USD;18;Shawn Wallace;38;Ascend Ltd;151;28;Phones;6;0,15;2278;1503,48
SO - 000279;Distributor;WARE-MKL1006;10/4/2018;21/6/2018;13/7/2018;21/7/2018;USD;24;Roy Rice;31;Uriel Group;353;25;TV and video;2;0,075;1092,1;589,734
SO - 000280;Wholesale;WARE-XYS1001;10/4/2018;21/6/2018;4/7/2018;7/7/2018;USD;25;Patrick Graham;40;Select ;43;7;Dinnerware;5;0,2;1139;933,98
SO - 000281;In-Store;WARE-MKL1006;31/12/2017;21/6/2018;2/7/2018;10/7/2018;USD;4;Chris Armstrong;9;Ei ;339;47;Audio;2;0,15;1675;1072
SO - 000282;Wholesale;WARE-UHY1004;10/4/2018;21/6/2018;29/6/2018;2/7/2018;USD;26;Donald Reynolds;41;Weimei Corp;228;26;Candles;2;0,05;1011,7;687,956
SO - 000283;Wholesale;WARE-NMK1003;10/4/2018;21/6/2018;16/7/2018;21/7/2018;USD;27;Shawn Torres;11;Apollo Ltd;128;46;Sculptures;7;0,1;938;412,72
SO - 000284;Wholesale;WARE-XYS1001;10/4/2018;21/6/2018;16/7/2018;26/7/2018;USD;28;Carlos Miller;48;Fenwal, Corp;55;2;Photo Frames;8;0,05;2566,1;1052,101
SO - 000285;Distributor;WARE-NMK1003;10/4/2018;22/6/2018;16/7/2018;24/7/2018;USD;24;Roy Rice;4;ETUDE Ltd;177;33;Outdoor Decor;5;0,1;871;374,53
SO - 000286;In-Store;WARE-NBV1002;10/4/2018;22/6/2018;17/7/2018;21/7/2018;USD;2;Keith Griffin;4;ETUDE Ltd;81;18;Basketball;1;0,1;2485,7;1789,704
SO - 000287;In-Store;WARE-MKL1006;10/4/2018;22/6/2018;13/7/2018;17/7/2018;USD;1;Adam Hernandez;40;Select ;365;41;Collectibles;4;0,4;2345;1922,9
SO - 000288;Online;WARE-XYS1001;10/4/2018;22/6/2018;12/7/2018;21/7/2018;USD;15;Roger Alexander;19;Qualitest ;48;27;Wreaths;2;0,05;1118,9;749,663
SO - 000289;In-Store;WARE-XYS1001;10/4/2018;22/6/2018;25/6/2018;2/7/2018;USD;11;Joshua Little;24;Burt's Corp;11;42;Bean Bags;4;0,1;1996,6;1397,62
SO - 000290;In-Store;WARE-NMK1003;10/4/2018;22/6/2018;10/7/2018;20/7/2018;USD;11;Joshua Little;6;PEDIFIX, Corp;127;39;Floor Lamps;1;0,075;710,2;390,61
SO - 000291;Online;WARE-NMK1003;10/4/2018;22/6/2018;15/7/2018;22/7/2018;USD;13;Todd Roberts;6;PEDIFIX, Corp;201;35;Table Linens;4;0,05;3979,8;1790,91
SO - 000292;In-Store;WARE-MKL1006;31/12/2017;22/6/2018;11/7/2018;13/7/2018;USD;8;George Lewis;9;Ei ;339;28;Phones;3;0,075;1025,1;440,793
SO - 000293;In-Store;WARE-NMK1003;31/12/2017;22/6/2018;4/7/2018;9/7/2018;USD;3;Jerry Green;3;Elorac, Corp;198;9;Baseball;7;0,2;2519,2;1309,984
SO - 000294;Online;WARE-NMK1003;31/12/2017;22/6/2018;18/7/2018;25/7/2018;USD;15;Roger Alexander;36;O.E. Ltd;150;2;Photo Frames;7;0,05;5031,7;3471,873
SO - 000295;Online;WARE-PUJ1005;10/4/2018;23/6/2018;1/7/2018;4/7/2018;USD;19;Nicholas Cunningham;27;Wuxi Group;311;46;Sculptures;1;0,1;1829,1;768,222
SO - 000296;In-Store;WARE-PUJ1005;10/4/2018;23/6/2018;16/7/2018;22/7/2018;USD;5;Stephen Payne;29;Apotheca, Ltd;304;25;TV and video;5;0,075;1072;900,48
SO - 000297;In-Store;WARE-UHY1004;10/4/2018;23/6/2018;8/7/2018;14/7/2018;USD;5;Stephen Payne;11;Apollo Ltd;247;32;Vases;1;0,2;2539,3;1828,296
SO - 000298;In-Store;WARE-PUJ1005;10/4/2018;23/6/2018;11/7/2018;18/7/2018;USD;11;Joshua Little;24;Burt's Corp;265;41;Collectibles;1;0,075;3899,4;2027,688
SO - 000299;In-Store;WARE-MKL1006;10/4/2018;24/6/2018;27/6/2018;30/6/2018;USD;5;Stephen Payne;38;Ascend Ltd;366;37;Platters;3;0,2;5045,1;3380,217
SO - 000300;Online;WARE-NMK1003;10/4/2018;24/6/2018;14/7/2018;15/7/2018;USD;19;Nicholas Cunningham;38;Ascend Ltd;125;14;Mirrors;8;0,05;1005;522,6
SO - 000301;Wholesale;WARE-NMK1003;10/4/2018;24/6/2018;10/7/2018;17/7/2018;USD;27;Shawn Torres;20;Pacific Ltd;182;47;Audio;7;0,1;2438,8;1219,4
SO - 000302;In-Store;WARE-NMK1003;10/4/2018;25/6/2018;10/7/2018;13/7/2018;USD;11;Joshua Little;46;U.S. Ltd;152;24;Wall Frames;4;0,3;3336,6;2035,326
SO - 000303;In-Store;WARE-UHY1004;10/4/2018;25/6/2018;14/7/2018;15/7/2018;USD;1;Adam Hernandez;38;Ascend Ltd;256;25;TV and video;4;0,15;1098,8;857,064
SO - 000304;Online;WARE-NBV1002;10/4/2018;25/6/2018;18/7/2018;21/7/2018;USD;19;Nicholas Cunningham;5;Procter Corp;66;20;Bar Tools;2;0,075;1902,8;970,428
SO - 000305;Online;WARE-NMK1003;31/12/2017;25/6/2018;5/7/2018;13/7/2018;USD;17;Frank Brown;32;OHTA'S Corp;156;33;Outdoor Decor;4;0,075;3477,3;2190,699
SO - 000306;Wholesale;WARE-NMK1003;10/4/2018;26/6/2018;13/7/2018;17/7/2018;USD;26;Donald Reynolds;36;O.E. Ltd;200;10;Blankets;1;0,1;2599,6;1481,772
SO - 000307;Online;WARE-PUJ1005;10/4/2018;26/6/2018;20/7/2018;22/7/2018;USD;12;Carl Nguyen;1;Avon Corp;299;7;Dinnerware;1;0,075;1078,7;506,989
SO - 000308;Online;WARE-NMK1003;31/12/2017;26/6/2018;15/7/2018;19/7/2018;USD;17;Frank Brown;22;Capweld ;199;31;Candleholders;5;0,2;1045,2;533,052
SO - 000309;Online;WARE-NMK1003;31/12/2017;26/6/2018;19/7/2018;22/7/2018;USD;15;Roger Alexander;21;Ohio ;157;1;Cookware;2;0,05;1125,6;787,92
SO - 000310;In-Store;WARE-NMK1003;10/4/2018;26/6/2018;16/7/2018;18/7/2018;USD;1;Adam Hernandez;14;Linde ;187;22;Wine Storage;8;0,05;1105,5;762,795
SO - 000311;Online;WARE-NBV1002;31/12/2017;26/6/2018;24/7/2018;3/8/2018;USD;18;Shawn Wallace;50;Sundial ;84;46;Sculptures;1;0,1;2606,3;1668,032
SO - 000312;Distributor;WARE-UHY1004;10/4/2018;26/6/2018;1/7/2018;11/7/2018;USD;22;Joe Price;41;Weimei Corp;228;25;TV and video;8;0,075;227,8;95,676
SO - 000313;Distributor;WARE-NMK1003;10/4/2018;26/6/2018;20/7/2018;24/7/2018;USD;22;Joe Price;35;Amylin Group;180;29;Pendants;7;0,05;167,5;123,95
SO - 000314;In-Store;WARE-UHY1004;31/12/2017;26/6/2018;8/7/2018;11/7/2018;USD;7;Shawn Cook;21;Ohio ;250;16;Stemware;3;0,1;1145,7;538,479
SO - 000315;In-Store;WARE-PUJ1005;10/4/2018;26/6/2018;12/7/2018;13/7/2018;USD;4;Chris Armstrong;37;AuroMedics Corp;326;36;Clocks;7;0,075;2599,6;2157,668
SO - 000316;Distributor;WARE-NMK1003;10/4/2018;27/6/2018;9/7/2018;17/7/2018;USD;24;Roy Rice;14;Linde ;136;18;Basketball;1;0,05;3939,6;1969,8
SO - 000317;In-Store;WARE-NMK1003;10/4/2018;27/6/2018;18/7/2018;21/7/2018;USD;2;Keith Griffin;18;Eminence Corp;112;37;Platters;8;0,075;2881;1584,55
SO - 000318;In-Store;WARE-NMK1003;10/4/2018;27/6/2018;4/7/2018;6/7/2018;USD;3;Jerry Green;22;Capweld ;108;43;Festive;2;0,05;3852,5;2003,3
SO - 000319;Wholesale;WARE-XYS1001;10/4/2018;27/6/2018;4/7/2018;10/7/2018;USD;27;Shawn Torres;48;Fenwal, Corp;56;42;Bean Bags;2;0,05;1139;546,72
SO - 000320;Distributor;WARE-NMK1003;10/4/2018;27/6/2018;6/7/2018;9/7/2018;USD;23;Douglas Tucker;7;New Ltd;195;25;TV and video;4;0,05;2519,2;2040,552
SO - 000321;In-Store;WARE-NBV1002;31/12/2017;27/6/2018;18/7/2018;23/7/2018;USD;9;Joshua Ryan;33;Trigen ;82;42;Bean Bags;1;0,15;1192,6;703,634
SO - 000322;In-Store;WARE-UHY1004;10/4/2018;27/6/2018;29/6/2018;9/7/2018;USD;5;Stephen Payne;18;Eminence Corp;215;14;Mirrors;5;0,075;2412;1013,04
SO - 000323;In-Store;WARE-NMK1003;10/4/2018;27/6/2018;18/7/2018;22/7/2018;USD;9;Joshua Ryan;6;PEDIFIX, Corp;134;47;Audio;7;0,05;2479;2057,57
SO - 000324;Wholesale;WARE-PUJ1005;10/4/2018;27/6/2018;13/7/2018;14/7/2018;USD;26;Donald Reynolds;10;21st Ltd;322;35;Table Linens;7;0,1;1956,4;1330,352
SO - 000325;Online;WARE-NMK1003;10/4/2018;27/6/2018;5/7/2018;14/7/2018;USD;15;Roger Alexander;4;ETUDE Ltd;176;42;Bean Bags;5;0,3;1078,7;722,729
SO - 000326;In-Store;WARE-NBV1002;31/12/2017;27/6/2018;12/7/2018;22/7/2018;USD;6;Joshua Bennett;22;Capweld ;70;26;Candles;1;0,075;1212,7;945,906
SO - 000327;Online;WARE-UHY1004;10/4/2018;27/6/2018;6/7/2018;13/7/2018;USD;18;Shawn Wallace;48;Fenwal, Corp;252;29;Pendants;5;0,075;978,2;821,688
SO - 000328;In-Store;WARE-PUJ1005;10/4/2018;27/6/2018;14/7/2018;18/7/2018;USD;4;Chris Armstrong;28;Dharma Ltd;275;45;Home Fragrances;3;0,05;174,2;120,198
SO - 000329;Online;WARE-UHY1004;10/4/2018;27/6/2018;8/7/2018;12/7/2018;USD;19;Nicholas Cunningham;25;Prasco Group;226;17;Furniture Cushions;3;0,15;1125,6;630,336
SO - 000330;Online;WARE-PUJ1005;10/4/2018;28/6/2018;10/7/2018;11/7/2018;USD;20;Anthony Torres;49;Bare ;288;6;Computers;6;0,15;1065,3;468,732
SO - 000331;Online;WARE-NBV1002;10/4/2018;28/6/2018;16/7/2018;22/7/2018;USD;15;Roger Alexander;11;Apollo Ltd;60;12;Dining Furniture;5;0,075;3892,7;2724,89
SO - 000332;Online;WARE-PUJ1005;10/4/2018;28/6/2018;18/7/2018;26/7/2018;USD;17;Frank Brown;19;Qualitest ;297;9;Baseball;2;0,3;207,7;120,466
SO - 000333;In-Store;WARE-NBV1002;10/4/2018;28/6/2018;13/7/2018;18/7/2018;USD;3;Jerry Green;20;Pacific Ltd;75;23;Accessories;7;0,3;1185,9;948,72
SO - 000334;In-Store;WARE-MKL1006;10/4/2018;28/6/2018;10/7/2018;17/7/2018;USD;10;Jonathan Hawkins;15;Rochester Ltd;352;18;Basketball;2;0,15;2586,2;1629,306
SO - 000335;In-Store;WARE-XYS1001;10/4/2018;28/6/2018;8/7/2018;13/7/2018;USD;8;George Lewis;26;Mylan Corp;25;30;Wall Coverings;4;0,3;2579,5;1960,42
SO - 000336;Online;WARE-XYS1001;10/4/2018;28/6/2018;21/7/2018;27/7/2018;USD;16;Anthony Berry;7;New Ltd;23;36;Clocks;8;0,075;6378,4;2806,496
SO - 000337;Distributor;WARE-PUJ1005;10/4/2018;28/6/2018;3/7/2018;11/7/2018;USD;24;Roy Rice;26;Mylan Corp;292;31;Candleholders;7;0,2;3008,3;2226,142
SO - 000338;In-Store;WARE-NMK1003;10/4/2018;28/6/2018;25/7/2018;1/8/2018;USD;11;Joshua Little;49;Bare ;140;20;Bar Tools;3;0,075;1755,4;930,362
SO - 000339;Online;WARE-NMK1003;31/12/2017;28/6/2018;9/7/2018;10/7/2018;USD;13;Todd Roberts;28;Dharma Ltd;171;14;Mirrors;8;0,075;1139;740,35
SO - 000340;In-Store;WARE-XYS1001;10/4/2018;28/6/2018;13/7/2018;17/7/2018;USD;11;Joshua Little;46;U.S. Ltd;44;38;Wardrobes;5;0,075;6157,3;4556,402
SO - 000341;Online;WARE-XYS1001;10/4/2018;28/6/2018;25/7/2018;3/8/2018;USD;18;Shawn Wallace;33;Trigen ;43;40;Rugs;7;0,1;2231,1;1093,239
SO - 000342;In-Store;WARE-NBV1002;10/4/2018;28/6/2018;15/7/2018;18/7/2018;USD;11;Joshua Little;23;E. Ltd;64;8;Cocktail Glasses;7;0,1;2479;1859,25
SO - 000343;Distributor;WARE-XYS1001;10/4/2018;29/6/2018;6/7/2018;15/7/2018;USD;21;Samuel Fowler;35;Amylin Group;18;10;Blankets;4;0,05;6391,8;4793,85
SO - 000344;Wholesale;WARE-PUJ1005;10/4/2018;29/6/2018;19/7/2018;20/7/2018;USD;27;Shawn Torres;4;ETUDE Ltd;263;39;Floor Lamps;2;0,05;1139;660,62
SO - 000345;Online;WARE-NMK1003;10/4/2018;29/6/2018;1/7/2018;8/7/2018;USD;20;Anthony Torres;38;Ascend Ltd;196;36;Clocks;3;0,1;2586,2;1681,03
SO - 000346;In-Store;WARE-UHY1004;10/4/2018;29/6/2018;4/7/2018;8/7/2018;USD;1;Adam Hernandez;36;O.E. Ltd;206;35;Table Linens;4;0,05;3899,4;1871,712
SO - 000347;In-Store;WARE-NBV1002;10/4/2018;29/6/2018;24/7/2018;29/7/2018;USD;8;George Lewis;25;Prasco Group;80;43;Festive;8;0,05;951,4;599,382
SO - 000348;In-Store;WARE-NMK1003;10/4/2018;30/6/2018;20/7/2018;24/7/2018;USD;4;Chris Armstrong;8;Medsep Group;172;38;Wardrobes;1;0,05;5607,9;3476,898
SO - 000349;In-Store;WARE-PUJ1005;10/4/2018;30/6/2018;4/7/2018;11/7/2018;USD;6;Joshua Bennett;12;Medline ;274;37;Platters;2;0,075;1165,8;827,718
SO - 000350;Online;WARE-PUJ1005;10/4/2018;30/6/2018;27/7/2018;6/8/2018;USD;16;Anthony Berry;17;Pure Group;277;44;Pillows;2;0,05;1949,7;1520,766
SO - 000351;Distributor;WARE-NMK1003;10/4/2018;30/6/2018;11/7/2018;16/7/2018;USD;21;Samuel Fowler;40;Select ;147;34;Bedroom Furniture;8;0,1;3685;2690,05
SO - 000352;Distributor;WARE-MKL1006;10/4/2018;30/6/2018;17/7/2018;26/7/2018;USD;20;Anthony Torres;3;Elorac, Corp;332;17;Furniture Cushions;2;0,4;2633,1;1816,839
SO - 000353;Online;WARE-PUJ1005;10/4/2018;30/6/2018;11/7/2018;13/7/2018;USD;19;Nicholas Cunningham;26;Mylan Corp;274;23;Accessories;1;0,075;1072;460,96
SO - 000354;In-Store;WARE-XYS1001;10/4/2018;30/6/2018;4/7/2018;5/7/2018;USD;1;Adam Hernandez;38;Ascend Ltd;33;8;Cocktail Glasses;1;0,075;3537,6;1910,304
SO - 000355;In-Store;WARE-UHY1004;10/4/2018;30/6/2018;21/7/2018;24/7/2018;USD;9;Joshua Ryan;41;Weimei Corp;233;13;Bakeware;8;0,2;1092,1;622,497
SO - 000356;In-Store;WARE-PUJ1005;31/12/2017;30/6/2018;20/7/2018;22/7/2018;USD;12;Carl Nguyen;17;Pure Group;262;5;Bathroom Furniture;4;0,05;1748,7;1136,655
SO - 000357;Online;WARE-XYS1001;10/4/2018;30/6/2018;24/7/2018;29/7/2018;USD;18;Shawn Wallace;49;Bare ;6;9;Baseball;8;0,075;891,1;739,613
SO - 000358;In-Store;WARE-NMK1003;10/4/2018;30/6/2018;21/7/2018;28/7/2018;USD;2;Keith Griffin;41;Weimei Corp;159;23;Accessories;5;0,05;3082;1510,18
SO - 000359;In-Store;WARE-NMK1003;10/4/2018;30/6/2018;17/7/2018;21/7/2018;USD;9;Joshua Ryan;34;OUR Ltd;148;15;Outdoor Furniture;5;0,075;1125,6;776,664
SO - 000360;In-Store;WARE-NMK1003;10/4/2018;30/6/2018;13/7/2018;18/7/2018;USD;7;Shawn Cook;46;U.S. Ltd;102;22;Wine Storage;6;0,075;1252,9;651,508
SO - 000361;Wholesale;WARE-MKL1006;10/4/2018;1/7/2018;4/7/2018;9/7/2018;USD;28;Carlos Miller;44;Winthrop ;362;45;Home Fragrances;1;0,075;837,5;527,625
SO - 000362;Wholesale;WARE-PUJ1005;10/4/2018;1/7/2018;29/7/2018;8/8/2018;USD;25;Patrick Graham;21;Ohio ;295;40;Rugs;1;0,075;1031,8;773,85
SO - 000363;Online;WARE-UHY1004;10/4/2018;1/7/2018;6/7/2018;9/7/2018;USD;14;Paul Holmes;7;New Ltd;256;28;Phones;4;0,15;2385,2;1454,972
SO - 000364;In-Store;WARE-NMK1003;10/4/2018;1/7/2018;16/7/2018;18/7/2018;USD;1;Adam Hernandez;48;Fenwal, Corp;154;30;Wall Coverings;2;0,05;1802,3;1153,472
SO - 000365;Wholesale;WARE-PUJ1005;10/4/2018;1/7/2018;19/7/2018;22/7/2018;USD;26;Donald Reynolds;40;Select ;270;27;Wreaths;5;0,05;1018,4;753,616
SO - 000366;Online;WARE-NMK1003;10/4/2018;1/7/2018;7/7/2018;12/7/2018;USD;13;Todd Roberts;35;Amylin Group;102;40;Rugs;7;0,4;3946,3;1815,298
SO - 000367;In-Store;WARE-NMK1003;10/4/2018;1/7/2018;20/7/2018;21/7/2018;USD;9;Joshua Ryan;21;Ohio ;131;15;Outdoor Furniture;7;0,2;3953;2095,09
SO - 000368;In-Store;WARE-NMK1003;31/12/2017;2/7/2018;16/7/2018;22/7/2018;USD;11;Joshua Little;1;Avon Corp;160;33;Outdoor Decor;6;0,075;5098,7;3416,129
SO - 000369;Online;WARE-MKL1006;10/4/2018;2/7/2018;10/7/2018;15/7/2018;USD;15;Roger Alexander;9;Ei ;347;5;Bathroom Furniture;8;0,075;3758,7;1954,524
SO - 000370;Distributor;WARE-XYS1001;10/4/2018;2/7/2018;7/7/2018;11/7/2018;USD;24;Roy Rice;9;Ei ;45;18;Basketball;7;0,15;911,2;610,504
SO - 000371;Distributor;WARE-UHY1004;10/4/2018;2/7/2018;4/7/2018;6/7/2018;USD;21;Samuel Fowler;26;Mylan Corp;238;22;Wine Storage;3;0,4;904,5;379,89
SO - 000372;Online;WARE-NMK1003;10/4/2018;2/7/2018;8/7/2018;18/7/2018;USD;18;Shawn Wallace;21;Ohio ;128;5;Bathroom Furniture;3;0,05;911,2;410,04
SO - 000373;Online;WARE-XYS1001;10/4/2018;2/7/2018;8/7/2018;11/7/2018;USD;19;Nicholas Cunningham;6;PEDIFIX, Corp;39;21;Floral;5;0,3;227,8;134,402
SO - 000374;In-Store;WARE-NBV1002;10/4/2018;2/7/2018;21/7/2018;27/7/2018;USD;3;Jerry Green;14;Linde ;69;40;Rugs;4;0,075;254,6;117,116
SO - 000375;Wholesale;WARE-XYS1001;31/12/2017;2/7/2018;20/7/2018;21/7/2018;USD;27;Shawn Torres;33;Trigen ;29;35;Table Linens;3;0,075;683,4;444,21
SO - 000376;In-Store;WARE-NMK1003;10/4/2018;3/7/2018;15/7/2018;20/7/2018;USD;4;Chris Armstrong;43;Exact-Rx, Corp;159;20;Bar Tools;7;0,05;3919,5;2234,115
SO - 000377;Wholesale;WARE-MKL1006;10/4/2018;3/7/2018;24/7/2018;25/7/2018;USD;26;Donald Reynolds;25;Prasco Group;353;12;Dining Furniture;8;0,05;1092,1;786,312
SO - 000378;In-Store;WARE-NMK1003;10/4/2018;4/7/2018;24/7/2018;3/8/2018;USD;4;Chris Armstrong;10;21st Ltd;199;20;Bar Tools;4;0,05;924,6;536,268
SO - 000379;Online;WARE-NMK1003;10/4/2018;4/7/2018;31/7/2018;6/8/2018;USD;17;Frank Brown;45;Nipro ;182;22;Wine Storage;8;0,05;1018,4;794,352
SO - 000380;In-Store;WARE-MKL1006;10/4/2018;4/7/2018;25/7/2018;28/7/2018;USD;1;Adam Hernandez;19;Qualitest ;358;13;Bakeware;7;0,2;1788,9;1305,897
SO - 000381;Distributor;WARE-NBV1002;10/4/2018;4/7/2018;1/8/2018;8/8/2018;USD;23;Douglas Tucker;17;Pure Group;80;47;Audio;2;0,3;944,7;538,479
SO - 000382;Wholesale;WARE-NMK1003;31/12/2017;4/7/2018;30/7/2018;31/7/2018;USD;25;Patrick Graham;39;Victory Ltd;140;29;Pendants;3;0,1;3959,7;2573,805
